Name,Age,Investment_Amount,Tenure,Risk_Tolerance,Investment_Type,Return_Amount,Return_Percentage
Dana Walker,31,386013,30,High,Equity,8.383868614051065e+20,224.51
Kayla Cross,28,778156,5,Low,Gold,3524310.15,35.27
Justin Bryan,25,177191,2,Low,Equity,264726.42,22.23
Lisa Ward,64,824034,30,Moderate,Gold,1.3568507683687846e+17,136.53
David Mitchell,39,382692,17,Moderate,Gold,1028525068134.25,138.89
Jerry Ritter,58,144141,17,Low,Equity,3378393678.44,80.74
Sandra Simon,41,544682,22,Moderate,FD,52066858819655.09,130.54
Brandon Palmer,46,53161,3,Low,FD,79404.63,14.31
Corey Weaver,29,459097,23,High,Stocks,2.1383071095567148e+16,190.96
Madison Collins,26,664162,15,Low,Equity,10438704792.45,90.44
Leslie Barton,26,367043,17,Moderate,Stocks,1460668551159.54,144.47
Anthony White,65,639013,6,High,FD,119965672.16,139.29
Brenda Bennett,34,513482,27,Low,FD,5150121759937.59,81.68
Kelli Parker,33,628026,11,High,Gold,64314077338.21,185.42
Cole Thomas,30,817321,3,High,Stocks,2909540.74,52.69
Brenda Franklin,54,878511,20,Low,FD,2391193755174.37,109.77
Lindsey Sanders,45,914082,9,High,Gold,688055569.07,108.75
Mr. Dennis Clements DVM,34,740626,23,Low,Stocks,1735053718802.68,89.21
Ralph Richardson,61,123668,27,Low,Gold,4576107363091.7,90.68
Kimberly Wagner,36,239808,10,Moderate,Stocks,163769458.24,92.06
Whitney Ford,25,743618,26,Low,FD,8362029589325.63,86.72
Heidi Garcia,38,450343,26,High,Gold,7.446934963591576e+17,195.08
David Stout,51,323243,26,High,Equity,5.364769189435377e+18,222.45
Christopher Perez,21,904553,18,Moderate,Gold,1765738572184.31,123.6
Jennifer Sexton,53,675236,22,Low,Stocks,5426682795699.29,106.0
Angela Mills,56,19828,19,Low,FD,8481995386.22,97.87
Michael Roberts,46,263232,28,Moderate,Equity,5271708279733948.0,133.3
James Rowe,56,408121,20,Low,Gold,388683587293.05,99.04
Rebecca Barker,34,725793,15,Low,Gold,19964285008.39,97.68
Marcus Cox,24,357398,25,High,Equity,4.559924329060459e+16,178.12
Stephen Mendoza,27,503843,8,High,Equity,21748328.52,60.1
Matthew Perez,35,602119,9,Moderate,Gold,345980349.35,102.58
Maria Mccarthy,41,611044,10,High,Stocks,398146316.81,91.16
Jose Mcguire,43,326504,8,Moderate,FD,32726945.44,77.88
Mark Rice,49,533679,16,Moderate,FD,654003756715.81,140.17
Colleen Schultz,41,881151,23,Low,Gold,1940010329084.42,88.7
Larry Oliver,64,687204,18,High,Stocks,19622895185186.17,159.54
Paul Davies,65,621309,10,Low,Equity,194408518.03,77.64
Alexis Collins,33,240822,11,Moderate,FD,2341089698.9,130.42
Jessica Morris DVM,60,989286,25,Low,Equity,77881262295209.31,106.94
Daniel Lopez,55,327617,2,Moderate,Gold,455092.11,17.86
Jamie Day,34,24345,21,High,FD,1782898601039692.0,229.13
Dr. Kevin Reilly,34,213693,29,Moderate,Gold,8374692943690851.0,131.89
Christine Martinez,56,378600,8,Low,Stocks,8431886.67,47.39
Kenneth Simmons,54,630859,27,High,FD,1.4006014637438341e+17,163.17
Kenneth Martinez,23,234312,9,Moderate,Gold,206325626.05,112.42
Samuel Sandoval,23,720297,8,Low,Gold,47163754.91,68.66
Claire Flores,64,873952,28,Low,Equity,697834907807562.0,107.94
Cynthia Petersen,26,884410,14,Moderate,Stocks,152175952540.71,136.58
Valerie Johnson,43,939685,4,High,Gold,7356216.83,67.27
Monique Robinson,60,838342,13,Low,Equity,12554909291.38,109.5
Kimberly Yates,49,398468,30,Moderate,Stocks,1.4490159648062365e+17,142.86
Laura Henry,61,699443,7,High,Equity,339395486.36,141.94
Heather Stout,19,518698,6,Moderate,Stocks,6970305.68,54.19
David Weeks,60,909174,22,Low,Equity,4140656410408.82,100.75
Danny Johnson,52,573841,26,Low,Equity,9118734404403.97,89.22
Danny Taylor,64,176426,24,Moderate,FD,79580106002927.7,129.4
Megan Jones,45,940433,16,High,Stocks,245235987490464.75,235.75
Nicole Norman,42,361331,29,High,Equity,3.133476466841951e+19,202.43
William Gregory,31,895080,12,Moderate,Equity,27881907503.45,136.84
Dr. Tina Green DVM,34,535438,3,Moderate,Equity,1326768.52,35.32
Connor Lopez,28,706730,22,High,Gold,1.7802383247746902e+17,229.79
Scott Mitchell,52,242244,18,Moderate,Gold,414524406162.35,121.97
Sherry Harvey,29,972456,5,High,Gold,3106749.48,26.15
Chelsea Morris,36,224629,6,Moderate,Stocks,7149548.29,78.02
Andre Wilson,60,980033,7,Moderate,Gold,128326056.4,100.65
Angie Reed,32,188655,10,Moderate,Equity,11127914.47,50.34
Anne Hooper,57,475748,28,High,FD,4.712292312275293e+19,216.12
Robert Davenport,55,373794,9,Moderate,Gold,121191281.48,90.1
Brian Page MD,51,771296,16,Low,Gold,30364849612.71,93.73
Ashley Velez,44,558520,11,High,FD,170109730064.48,215.15
Phillip Armstrong,20,389094,22,Moderate,FD,144379250329147.44,145.2
Cynthia Lambert,50,938898,26,Moderate,Stocks,5796219826540050.0,137.99
Pamela Williams,52,653538,29,Moderate,Stocks,7217260972326660.0,121.98
Lynn Wilson,63,705138,14,Moderate,Equity,47045329606.37,121.1
Betty Russell,40,716906,20,Low,Gold,1721539071453.75,108.46
Maureen Mahoney,53,551539,4,Low,Gold,2092881.03,39.57
Travis Chavez,51,788841,14,High,Gold,1962007722789.82,186.31
Wendy Evans,49,360279,3,Moderate,Equity,1333341.63,54.68
Melissa Garcia,49,318660,23,Low,Stocks,1355286077909.46,94.18
Dustin Murphy,46,642888,30,High,Gold,2.411751386341337e+20,206.06
Kathryn Porter,24,379856,23,High,FD,3.327059418851941e+16,199.06
Shannon Lester,28,630782,13,High,Gold,541532678630.29,186.05
Elizabeth Flores,20,402685,4,Low,Stocks,822277.6,19.54
Rebecca Kim,58,588543,21,Moderate,FD,24897132734540.72,130.76
Aaron Vega,56,789159,29,High,Equity,1.4293067691232904e+18,164.66
Frank Carrillo,41,241468,25,Low,Equity,10743516287994.41,102.27
Miguel Hill,42,804682,13,Moderate,Equity,92211138343.01,145.0
Kathryn Peterson,35,762199,6,Moderate,Stocks,70738069.27,112.78
Stephen Nichols,35,150223,8,High,FD,183842109.85,143.2
Monica Boyd,63,499878,6,High,Stocks,13124645.82,72.4
Alyssa Williams,45,110291,1,High,Stocks,198270.13,79.77
Katelyn Brown,60,944734,23,Low,Gold,2644404212483.6,90.68
Spencer Cervantes Jr.,49,284287,14,Moderate,Equity,66975470125.19,141.95
Michael Hernandez,65,49764,5,High,Stocks,184841.32,30.01
Jonathan Torres,26,408824,1,High,Gold,546352.39,33.64
Tammy Cole,46,405551,17,Moderate,FD,1157801195007.68,139.74
James Brown,48,399786,13,High,Stocks,437488497156.79,191.44
Teresa Brown,41,326451,24,Moderate,Gold,128476841100219.67,128.1
Peter Collins,60,798064,30,High,Gold,2.8646036894140196e+20,205.61
Patricia Harris,35,772624,19,High,Stocks,72533069692663.3,162.79
Sara Franklin,45,284897,23,Low,Stocks,293100999076.22,82.56
Jason Huber,25,608499,13,Low,FD,9141122228.64,109.55
Troy Perez,56,674450,26,Low,Gold,23907392137482.39,95.15
Brent Stevens,24,212823,3,Low,Equity,557734.99,37.87
Terri Nguyen,33,252853,28,Low,FD,146068840552169.25,105.55
Allison Sanchez,38,958138,22,Low,Gold,9830871141053.27,108.3
Taylor Wiggins,21,470152,20,High,Stocks,59669062206224.04,154.2
Cynthia Brown,59,723969,16,Moderate,Stocks,1078576524363.82,143.12
Martin Wong,61,908021,12,High,Equity,118813155481.63,166.93
Tristan Fuentes,22,927751,22,Low,Stocks,593842202584.75,83.62
Allen Morgan,46,88035,21,Low,Stocks,210430670217.63,101.25
Teresa Kim,53,573533,26,Low,Stocks,3376580350610.07,82.13
James Peterson,27,102458,9,Low,FD,3783288.5,49.33
Matthew Henry,22,141982,19,Low,Equity,87839653503.06,101.75
Travis Miller,49,439763,4,Low,Gold,1174221.0,27.83
Andrew Harmon,45,692781,28,Moderate,Stocks,7.338611516428904e+16,147.6
Brenda Melendez,31,570153,7,Moderate,FD,87254618.29,105.17
Angelica Smith,60,233147,6,Moderate,Equity,6761203.68,75.28
James Murphy,51,667176,6,High,FD,24894164.99,82.8
Nicole Barnes,50,750383,17,High,FD,14570863876680.77,168.36
Eric Patrick,44,553094,17,Low,FD,47222016974.22,95.02
Sarah Zhang,24,360814,1,Moderate,Equity,485006.18,34.42
Peter Martinez,24,519075,28,Low,Gold,421221711953901.2,108.06
Chris Freeman,23,277275,20,Moderate,Gold,3143138101301.58,125.28
Lauren Carlson,36,963301,29,Moderate,Gold,2.508870371222324e+17,147.54
Tanner Hatfield,26,166337,30,Low,Stocks,156707461933146.88,99.13
Christina Stuart,44,386788,12,High,Equity,307382052288.55,210.23
Brian Aguilar,38,844444,29,Moderate,Stocks,2.6666041267561773e+17,149.19
Amber Evans,49,425638,28,High,Stocks,1.1864500898308632e+20,228.02
Richard Schaefer,38,343380,16,Low,Equity,16787160328.86,96.37
Mrs. Jordan Freeman,42,851415,12,Moderate,FD,50118560157.01,149.74
Rita Baker,65,598201,14,Low,Stocks,7297200336.76,95.83
Teresa Delgado,29,14049,19,Low,FD,2141449637.56,87.41
David Patton,63,622252,26,High,Equity,1.6956567700727776e+17,175.31
Tony Burns,56,879345,19,Moderate,Equity,5862074263738.32,128.64
Trevor Shaw,48,403029,8,Moderate,FD,11988859.2,52.82
Erica Ortega,45,666905,22,Low,Gold,463596078987.87,84.31
Nathan Patel,53,739403,22,Moderate,Equity,73288407092583.2,130.92
Autumn Cross,31,802433,4,High,Gold,5151844.93,59.18
Angela Hampton MD,65,410450,19,Low,FD,45290038940.7,84.25
Hayden Jones,19,365009,22,Moderate,Stocks,168108393030633.72,147.62
Joshua Hunt,29,739614,24,High,Equity,8.657886845512746e+17,218.31
Jeffrey Palmer,48,243501,22,High,Gold,1.0086631910114828e+16,203.81
Sheri Gregory,32,932562,4,Low,FD,2111006.43,22.66
Matthew Parks,34,352318,26,Moderate,Stocks,339812168460956.4,121.59
Katie Park,43,798350,24,Moderate,FD,342454615045793.3,128.92
Mikayla Webb,65,410265,23,Low,Stocks,1577419627142.86,93.33
Jeremy Williams,53,223701,8,Low,Stocks,18065385.4,73.14
Marie Flores,50,615563,22,High,Gold,3.4911654081717548e+16,208.18
Angela Gibson,35,740196,27,Moderate,Stocks,1.2541494382690916e+16,139.25
Michele Wolfe,63,334471,28,High,Stocks,1.3934131493729818e+17,160.01
Nicholas Washington,36,771054,7,Moderate,Stocks,22383830.86,61.8
Clifford Holmes,36,633252,17,Moderate,Equity,954516477090.72,130.9
Richard Hanson,37,336491,30,Moderate,FD,5.381273951135603e+16,136.3
Daniel Franklin,45,355057,4,High,FD,1385942.06,40.56
Scott Miller,21,264599,20,Low,Equity,311783061252.9,101.17
Edward Miller,30,170424,27,High,Gold,1.365938528873367e+19,227.31
Lauren Clark,45,736183,14,Moderate,Gold,48713821900.94,120.97
Steve Thomas,56,803677,24,Low,Gold,6356022675369.92,93.83
Gary Williams,28,94927,21,High,Equity,1.0958186127080114e+16,236.34
Stephen Davis,35,206138,11,Moderate,Gold,2579479237.4,135.77
Daniel Wilson,45,210544,19,High,FD,8497639977685.72,151.37
Johnny Wright,37,607748,25,Low,Gold,11874182390670.31,95.72
Gabriella Jensen,43,236495,21,Moderate,FD,26097100890190.22,141.54
Jeremiah Hill,34,495621,18,High,Stocks,98019135815278.36,189.0
Catherine George,27,914357,8,Moderate,Equity,165235418.42,91.48
Jason Anderson,51,737903,4,Low,Stocks,999083.97,7.87
William Miller,25,985482,3,High,Stocks,2948768.23,44.1
Stephanie Osborne,56,232603,16,High,Stocks,39968371035183.3,227.11
Michelle Lowe,50,661896,4,Low,FD,1153237.28,14.89
Pamela Newman,35,796133,4,Low,Stocks,2206042.0,29.02
Samantha Burke,47,844035,26,High,Gold,2.4179582837891414e+17,175.84
Brianna Burke,27,820007,9,High,Equity,180911239.81,82.14
Jared Baker,39,835042,29,High,Equity,3.5200333897254597e+19,195.0
Kelly Crawford,47,217072,5,Moderate,Gold,695967.14,26.24
Grace Smith,41,66158,21,Moderate,Gold,10812503361556.2,146.1
Kimberly Lucas,42,305011,25,High,Gold,4727276475133111.0,155.63
Kerry Lee,42,580187,3,Moderate,Stocks,1186200.72,26.92
Ashley Jackson,53,882328,24,High,Equity,1.7680490357428444e+18,225.52
Debbie Brooks,56,141469,27,High,Stocks,9.430857089334863e+17,198.51
Kim Phillips,19,794336,4,Moderate,Equity,4921550.52,57.77
James Stewart,61,520677,23,Low,Equity,1985335112581.9,93.26
Randy Warren,47,728193,26,Moderate,Gold,659949657283220.0,121.06
Steven Oliver,64,37276,17,Moderate,Stocks,34007601672.93,124.18
Jason Bailey,54,320107,16,Low,Stocks,16062445109.11,96.69
Steven Larson,35,115435,19,Low,Equity,12096427160.55,83.75
Jon Gonzales,22,162970,14,High,Gold,227401262590.13,174.73
Jessica Johnson,40,898801,26,High,Equity,9.37430908890412e+18,216.74
Robert Herrera,39,205644,18,High,Stocks,451987998101186.56,230.37
Donald Grant,49,225637,15,High,Gold,2710950685156.62,196.47
Rebecca Johnston,48,771749,22,Low,FD,1966446900658.47,95.52
Jon King,62,266099,2,Low,Stocks,361342.24,16.53
Melanie Santos DVM,29,607003,29,Low,Stocks,216516623125057.2,97.2
Bradley Mendoza,44,131358,16,Low,Stocks,3446927211.78,88.88
Daniel Stafford,39,914353,30,Moderate,Equity,3.5271092630693852e+16,125.36
Rodney Horne,30,486980,24,Low,Equity,2954213200668.01,91.7
Larry Wolfe,45,533668,20,Moderate,Gold,12398833814163.56,133.51
Kristi Kaufman,50,833113,8,Low,Gold,35002263.7,59.56
Edward Carrillo,46,306270,18,Moderate,FD,2986235134268.83,144.5
Rebecca Ramos,26,912005,22,High,FD,1159817089939160.0,159.32
Pamela Thomas,26,218220,29,Low,FD,23637458988118.09,89.26
Ryan Garcia,59,265738,1,High,Stocks,417368.1,57.06
Anthony Gonzales,28,932488,8,Low,Stocks,41123767.7,60.53
Margaret Moreno,28,556676,15,Moderate,Gold,178314463110.57,132.83
Brian Ballard,53,700957,22,Moderate,Stocks,193582162368738.84,141.93
Kayla Porter,64,11730,16,Moderate,Stocks,20290415776.45,145.4
Adrienne Lang,56,951197,30,High,Equity,5.722514543863286e+21,235.72
Chris Stein,56,558762,4,Low,Equity,1272289.94,22.84
Diana Lee,41,871431,28,Moderate,Gold,7183653592198014.0,126.02
Karen Rich,55,397339,24,Low,Equity,19150201049954.57,108.99
Pamela Williams,45,475187,15,Low,Gold,5718405774.84,87.08
Ross Mitchell,42,854262,10,Moderate,Equity,213717109.13,73.71
Gabriela Pierce,38,305725,1,Low,Stocks,345958.41,13.16
Amanda Mack,18,318302,19,High,Gold,98121941802790.8,179.76
Tonya Dominguez,36,598619,14,Low,FD,4455561246.06,89.04
Amanda Fisher,64,486502,25,Moderate,Gold,2749517673306594.0,145.52
Isaiah Levy,41,965019,6,Low,FD,19128885.97,64.51
Courtney Carey,18,674982,7,Low,Equity,7222638.67,40.3
Amanda Perez,55,360441,14,Low,Equity,4422080564.78,95.91
Anthony Butler,25,996957,28,High,Stocks,2.4088940779238385e+20,226.35
Erin Bush,35,976592,11,Low,Equity,819110151.98,84.41
Lacey Wilson,20,317049,2,Low,Equity,616277.83,39.42
Kristine Drake,37,987979,13,Low,FD,11938224395.04,106.07
Nicole Salinas DVM,55,306133,9,Moderate,FD,113002905.29,92.86
Wesley Wise,46,849353,18,High,Gold,124414688660874.48,184.22
Becky Ford,48,613469,7,High,Stocks,231194519.32,133.36
Jasmine Mcbride,56,536624,1,Moderate,Equity,680922.19,26.89
Sherry Calderon,40,369646,29,Low,FD,709288684387268.2,108.98
Jeremy Burgess,51,955649,20,Moderate,FD,12047461214993.31,126.48
Donald James,45,452279,1,Moderate,Gold,676925.98,49.67
Kyle Delgado,24,37381,15,Moderate,Equity,19875117292.68,140.83
Jacob Howard,40,781481,15,Low,FD,36978995482.55,104.96
Dr. Rachael Lester,62,746553,8,Moderate,FD,277881307.18,109.58
Dale Brown,26,312926,20,High,Equity,1.042533630481247e+16,235.84
Annette Barnes,51,272038,14,Moderate,Stocks,27380726843.06,127.69
Hannah Zimmerman,18,133792,6,High,Gold,28067568.62,143.76
Kathryn Sims,52,721708,14,Low,Stocks,5176194152.87,88.54
Desiree Austin,20,145581,2,Moderate,Stocks,246296.92,30.07
Morgan Diaz,26,912674,1,Low,Equity,1100958.65,20.63
Aaron Barnes,55,363697,18,High,Gold,68641601264656.7,188.25
Briana Perry,25,818146,8,Low,Equity,64291050.26,72.55
Ryan Schultz,34,47396,16,High,Equity,11232646221905.19,233.75
Stacy Bell,41,940608,25,Moderate,Equity,1510726164673613.8,133.47
Kyle Schmitt,42,906198,26,High,Equity,1.570639249083379e+17,170.56
Aaron Robinson,48,495824,4,Low,Stocks,831273.5,13.79
Christine Guerrero,55,909445,5,Moderate,FD,1666715.38,12.88
Jennifer Reynolds,59,694043,5,Moderate,FD,9531228.8,68.87
James Murray,32,243327,3,Low,Gold,456897.73,23.37
Jon Dougherty,49,475348,3,Low,Gold,570001.31,6.24
Shawn Williams,18,393890,21,Moderate,Gold,25153483920058.66,135.33
Kara Harmon,28,306323,20,High,FD,2644128912733109.0,213.91
David Hawkins,52,399327,19,High,Stocks,138864327315299.6,181.54
Virginia Thomas,45,525716,9,High,Equity,769524418.94,124.76
Amy Gibson,30,702779,1,Moderate,Gold,893513.22,27.14
Ashley Torres,62,458756,16,High,FD,41918655285225.33,214.45
James Jackson,27,739685,22,High,Stocks,1409408550079440.5,164.13
John Richard,45,170896,20,High,FD,1181096528445188.2,210.44
Rachel Hill,48,921971,22,High,FD,1265354041455644.2,160.22
Michael Miller,58,499836,9,Low,FD,27176394.97,55.89
Kathy Osborn,61,871455,15,Low,Stocks,17504602328.32,93.58
Jason Moore,32,283097,25,Moderate,Stocks,893992026718433.5,139.87
Erin Butler,32,71732,30,Moderate,Stocks,2.7405265383782756e+16,143.26
Shannon Jones,50,140805,2,Moderate,Equity,267488.79,37.83
Mary Graham,36,92980,15,Moderate,Stocks,18164736561.25,125.28
Dalton Freeman,64,675047,1,Moderate,Stocks,884176.56,30.98
Erika Mathis,21,738331,2,Moderate,Equity,1463090.95,40.77
Ricky Hall,19,308596,15,Low,Stocks,3132634603.3,84.97
John Smith,62,920527,11,Low,Equity,1055680756.79,89.73
Heather Hale,38,386354,25,Low,Equity,11167116469361.68,98.81
James Alvarez,56,857805,7,High,FD,161746848.77,111.38
David Wade,64,806564,22,Moderate,FD,47641028143315.28,125.55
Lori Burke,37,973424,17,High,Equity,88704615296434.28,193.91
Tyler Smith,65,299494,7,Moderate,Gold,10803947.94,66.9
Richard Ruiz,35,298736,2,Low,FD,332500.64,5.5
Aaron Parker,45,888372,15,Low,Stocks,15632934518.44,91.88
Daniel Holmes,22,60953,20,Moderate,FD,1457949799783.7,133.85
Erica Mitchell,23,50493,2,Low,Equity,65574.66,13.96
Nicholas Ellis,43,185261,20,Moderate,Gold,8256013604568.91,141.24
Edwin Powell,37,59999,4,Moderate,Gold,157217.95,27.23
Justin Boyd,38,480651,1,High,Gold,667239.72,38.82
Dan Sloan,26,581201,25,Moderate,Stocks,1823931735404107.2,139.81
Kelly Stephens,20,517493,30,Moderate,Stocks,3.300108540048941e+17,147.45
David Moore,52,120205,18,Low,Equity,53225092835.41,105.91
Amber Kane,48,844282,2,High,Gold,2608417.08,75.77
Charles Lewis,58,443176,18,Low,Equity,22001451917.13,82.34
Renee Jennings,24,178016,7,High,Stocks,92268211.93,144.23
Julia Flores,39,157091,19,Low,Equity,97095615173.8,101.74
Jessica Townsend,39,959409,3,High,Gold,2768593.81,42.37
Ashley Mcgrath,58,339409,7,Moderate,Stocks,28288279.75,88.11
Barbara Martin,19,420146,25,Moderate,FD,197655969875407.7,122.28
Joshua Taylor,42,124808,17,Low,Equity,12630446010.15,96.98
Jeremy Evans,58,542064,15,High,Stocks,3157383592814.3,182.5
Julie Burnett,53,810013,19,Low,Gold,767674605283.41,106.33
Martin Powell,58,175100,19,Moderate,FD,1520075434286.35,131.84
Katrina Harrison,18,441961,7,Low,Equity,8890674.32,53.54
Angela Morris,29,118454,25,Moderate,Stocks,248559090177230.38,135.98
Melissa Davis,47,953518,1,Moderate,Equity,1245294.51,30.6
Summer Blanchard,35,286311,7,High,FD,11096898.88,68.62
Patrick Thompson,51,541753,1,High,Gold,701895.19,29.56
Michael Mitchell,51,889721,2,High,Stocks,2627867.45,71.86
Ashley Page,46,745744,3,Moderate,Gold,1671131.08,30.86
Teresa Sanchez,30,139841,1,Moderate,Gold,171934.51,22.95
Brittany Williams,32,334891,30,Moderate,Equity,1.580601484474098e+17,144.98
Elizabeth Lee,45,123093,13,High,Equity,142535036928.57,192.71
Tara Ellis,35,601873,24,High,Equity,2.6881521647891104e+16,177.81
Nancy Huerta,42,313709,6,High,Gold,53283254.97,135.33
Ashley Byrd,28,955255,20,High,Gold,251770170724666.25,163.66
Anna Blake,53,258992,4,High,FD,2045488.1,67.64
Susan Moore,20,146864,30,Low,Equity,27285315823553.1,88.64
Jacob Flores,59,935611,2,High,Stocks,1315139.13,18.56
Thomas Hernandez,50,691841,17,Moderate,Equity,1447825062872.48,135.4
Teresa Tyler,26,392111,7,High,FD,235531952.82,149.43
David Riley,26,854207,17,Low,Stocks,140983884507.9,102.73
Kristin Turner,20,822454,19,Moderate,FD,23370417872559.11,146.77
Charles Anderson,27,889550,3,Moderate,Equity,1327642.23,14.28
Joseph Potts,44,499599,6,High,Stocks,103142701.06,143.11
Barbara Mcdonald,32,334946,19,High,Stocks,12240949484664.68,150.06
Edwin Cochran,41,208032,14,Moderate,Equity,59076759635.36,145.2
Kyle Delacruz,51,560911,2,Moderate,Stocks,708767.59,12.41
Christine Kirby,52,561141,11,High,Stocks,121087863252.73,205.43
John Curry,48,667534,10,Moderate,Stocks,898769243.21,105.55
Andrew Richards,40,215302,9,Moderate,Gold,11972330.22,56.28
Hannah Doyle,39,957710,17,Moderate,Equity,2648203571999.42,139.29
Martha Lopez,41,471142,24,High,Equity,8.723655464813376e+17,224.45
Cynthia Graves,32,582147,5,Moderate,FD,4893560.16,53.08
Gina Wood,53,782386,19,High,Equity,1148533890574602.8,203.71
Andrew Perez,41,617143,11,High,FD,26109378490.77,163.38
Austin Davis,38,716877,14,High,Stocks,826492798454.55,171.01
Jennifer Stephens,23,905732,1,Moderate,Equity,1200094.9,32.5
Dr. Robert Barr,23,771650,13,Moderate,Equity,30625386641.89,125.81
Michael Rodriguez,61,816185,13,Low,Gold,2613832929.88,86.06
David Pollard,45,948642,3,Moderate,Equity,3309797.39,51.67
Jonathan Webster,35,943186,1,Low,Gold,1135784.58,20.42
Ashley Crosby,51,712658,29,Low,Stocks,93859844479546.89,90.54
Victoria Gonzales,42,838692,6,High,FD,15419887.1,62.46
Emily Torres,50,672068,25,High,Equity,3.2931829396961824e+17,193.5
Kimberly Cobb,28,959483,23,Moderate,Gold,888679329317199.9,145.39
Jason Malone,62,340123,2,Moderate,Stocks,468463.98,17.36
Felicia Wilcox,49,16311,9,Moderate,Equity,8265193.29,99.77
Amy Norris,61,183555,27,High,Stocks,2.269150057290433e+17,180.45
Mary Faulkner,19,932179,16,Low,Gold,27092410411.5,90.09
Julia Caldwell,21,265667,27,Low,FD,40852113333775.74,101.01
Aimee Cunningham,53,333665,13,High,FD,2155439553011.26,234.09
Leah Roberson PhD,43,930442,29,Low,FD,80139990766900.19,87.77
Aaron Garcia,21,510173,30,Moderate,Gold,2.832557908987133e+17,146.31
Bethany Davis,31,249685,17,High,Stocks,26021680266024.12,196.24
Carrie Torres,30,219280,26,Low,Stocks,3830387405114.78,89.91
Kyle Young,24,96567,15,High,Stocks,2531678206374.1,212.3
Sarah Webb,33,263878,17,Moderate,Gold,366464838310.16,129.79
Andrew Alvarez,27,882580,13,Low,Gold,5877974727.13,96.84
Richard Contreras,33,10978,11,Moderate,Equity,241201664.96,148.15
Mark Clark,57,800719,3,Low,Equity,1004757.79,7.86
Brenda Macdonald,53,768758,11,High,Stocks,174072993526.42,206.77
Samuel Richmond,59,83397,11,Low,Equity,54256663.24,80.2
Krista Lynch,23,940984,16,Low,FD,64438422504.09,100.55
Christina Ward,44,727288,23,Moderate,Stocks,145609465453106.75,129.58
Linda Patterson,21,95814,18,Low,Gold,3788830999.24,80.05
Jacqueline Richmond,61,293507,6,High,Stocks,9942961.02,79.88
Christian Harris,47,729767,26,Low,Equity,16761401517037.92,91.92
Mike Forbes,58,975452,7,High,Equity,81239239.39,88.09
Richard Mckinney,29,869739,5,High,Stocks,1749355.79,15.0
Robin Morris,23,673175,25,Moderate,FD,321355495759708.6,122.41
Melissa Rodriguez,22,309608,2,Moderate,FD,839743.47,64.69
Selena Thompson,55,296325,2,High,Gold,506196.88,30.7
Justin Phelps,53,310750,19,High,FD,29448283529832.97,162.92
Ashley Mcdonald,34,450152,8,Moderate,Gold,141672626.41,105.23
Jerry Garcia,62,539992,11,High,FD,61968287298.71,188.39
Christopher Liu,53,209284,2,High,Gold,584231.49,67.08
Thomas Mathews,55,254734,7,Moderate,Equity,49858879.51,112.51
Kathryn Hunter,28,613080,11,Low,Equity,737677155.31,90.56
Lance Ferrell,47,101039,9,Moderate,Gold,37401095.1,92.92
Christopher Shepard,31,117901,13,High,FD,73827073256.18,179.19
Kevin Martinez MD,23,147320,20,Low,Gold,166982403586.28,100.78
Don Dixon MD,20,389938,13,Low,FD,5298953093.22,107.94
Zachary Leonard,21,607718,21,High,Stocks,1.146154275592731e+16,208.54
Christine Thompson,56,486582,23,High,Gold,2079664829400001.0,162.26
Randy Griffin,31,709181,8,Low,Stocks,12221447.07,42.74
Christopher James,56,584942,3,High,Equity,3023415.15,72.9
Nathan Crawford,61,348244,22,High,Gold,2.452876049778052e+16,211.23
Suzanne Le,62,567150,25,Moderate,Stocks,305597870937221.75,123.49
Lisa Johnson,37,914975,3,Low,Stocks,1086976.44,5.91
Kimberly Hernandez,58,122636,19,Moderate,Equity,452827366067.73,121.64
Francisco Beard,21,304842,4,Low,Stocks,610490.1,18.96
Rachel Rogers,39,87020,20,Low,Gold,39871808616.23,91.89
Levi Mcintosh Jr.,57,337479,19,High,Stocks,174613922369969.62,187.49
Bradley Randall,20,440058,19,Low,Gold,281629510285.65,102.11
Mckenzie Arellano,32,569273,18,Low,Gold,78880952546.88,93.04
Paul Hanna,60,109749,10,High,FD,15240851.78,63.78
Caitlyn Phelps,54,745522,21,High,FD,342918040731521.4,158.53
Angelica Calderon,44,838357,12,Moderate,Stocks,12388778964.41,122.57
Joshua Davidson,39,99849,9,Moderate,Equity,57068546.61,102.46
Glen Flynn,20,824827,2,Moderate,Stocks,2171094.58,62.24
Vickie Acosta,63,328202,30,Moderate,Stocks,7.976881457403221e+16,139.62
Brenda Cannon,48,493872,18,Low,FD,29721480475.25,84.3
Alexis Kelley,19,652839,17,High,Equity,15949566677576.34,172.01
James Watson,63,449241,29,Low,Gold,108724434616294.08,94.58
Terry Jackson,64,806325,18,Moderate,Equity,1410295877275.89,122.24
Brian Shaw,28,989288,11,Moderate,FD,18508323419.54,144.55
Anne Anderson,28,56204,18,Moderate,Stocks,118318908519.96,124.54
Megan Douglas,55,411009,3,High,Gold,809320.24,25.34
Katherine Perez,40,169240,20,High,Stocks,1005395606348861.1,208.1
Gregory Huang,21,574593,6,Moderate,Equity,8029909.16,55.2
Phillip Johnson,34,156361,29,High,Equity,1.8434703397760973e+18,182.32
Richard Thompson,50,45753,15,Low,FD,331831533.89,80.87
Brandon Holder,30,928227,12,Low,Gold,6525945921.2,109.21
